% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3712,79","582,886","395,127","100,848","171,391","251,367","250,895","248,203","295,096","306,4","251,938","247,994","447,361","452,589","445,454","466,388","474,805","452,194","484,995","66,97","1,27"
"55,2","16,98","3741,21","584,167","402,583","10,086","171,425","251,136","249,082","248,785","295,096","306,4","251,521","251,631","461,325","430,014","441,974","482,93","485,35","436,763","461,767","66,97","1,27"
"55,2","16,98","3753,91","586,548","415,723","100,872","17,146","250,708","242,798","250,928","295,096","306,4","251,807","253,345","456,445","427,07","438,12","477,34","489,64","418,92","445,27","66,97","1,27"
"55,2","16,98","3740,92","587,189","407,725","100,883","171,494","250,785","244,028","251,235","295,096","306,4","251,653","253,806","453,818","428,46","440,195","474,06","490,799","429,116","451,063","66,97","1,27"
"55,2","16,98","3687,4","584,747","397,075","100,895","171,528","251,235","246,775","251,345","295,096","306,4","251,521","253,663","449,113","431,236","443,672","468,38","494,493","464,318","464,526","66,97","1,27"
"55,2","16,98","3622,56","582,275","404,883","100,907","171,563","251,653","247,939","250,104","295,096","306,4","251,268","249,961","448,037","431,005","442,025","464,083","497,552","500,606","482,682","66,97","1,27"
"55,2","16,98","3619,92","587,433","406,113","100,919","171,597","251,213","248,126","249,082","295,096","306,4","250,269","247,61","445,259","424,153","444,991","454,417","490,196","505,226","503,206","66,97","1,27"
"55,2","16,98","3645,61","584,412","406,963","100,931","171,632","251,082","248,95","248,511","295,096","306,4","250,269","248,84","450,54","416,651","454,138","453,361","473,945","488,146","492,747","66,97","1,27"
"55,2","16,98","3644,24","588,379","402,041","100,942","171,666","251,444","252,345","248,818","295,096","306,4","250,499","249,796","459,023","422,341","454,84","441,539","467,09","470,002","477,574","66,97","1,27"
"55,2","16,98","3657,52","587,362","397,656","100,954","171,701","251,807","251,733","249,39","295,096","306,4","250,928","253,564","445,268","436,32","454,84","418,877","454,393","450,477","455,57","66,97","1,27"
"55,2","16,98","3655,57","584,778","397,793","100,966","171,735","252,246","249,368","249,39","295,096","306,4","250,928","250,664","430,02","474,704","458,725","419,295","438,699","445,53","438,979","66,97","1,27"
"55,2","16,98","3657,03","584,045","399,463","100,978","171,769","252,18","250,906","249,521","295,096","306,4","251,06","248,555","446,285","488,804","467,79","436,875","432,25","437,519","418,837","66,97","1,27"
"55,2","16,98","3676,46","586,06","398,555","100,989","171,804","252,026","249,236","250,818","295,096","306,4","251,235","252,642","453,142","455,048","467,466","447,387","424,431","428,611","401,623","66,97","1,27"
"55,2","16,98","3694,24","584,839","396,592","101,001","171,838","251,829","247,192","253,125","295,096","306,4","250,862","252,642","448,588","424,409","463,311","449,181","413,581","445,642","398,316","66,97","1,27"
"55,2","16,98","3659,28","579,102","400,254","101,013","171,873","251,499","248,884","252,004","295,096","306,4","250,774","249,434","454,894","431,149","457,645","458,826","425,258","456,842","419,225","66,97","1,27"
"55,2","16,98","3614,06","581,848","397,207","101,025","171,907","251,675","255,762","249,39","295,096","306,4","250,994","247,302","453,492","439,757","458,4","474,337","435,281","459,138","435,891","66,97","1,27"
"55,2","16,98","3589,65","580,994","402,363","101,036","171,941","251,499","251,785","249,39","295,096","306,4","250,95","249,521","456,395","437,035","445,238","475,465","446,353","468,602","456,635","66,97","1,27"
"55,2","16,98","3586,82","579,468","400,898","101,048","171,976","251,807","246,292","249,258","295,096","306,4","250,554","251,323","452,642","428,824","438,545","466,638","453,62","473,026","472,797","66,97","1,27"
"55,2","16,98","3635,35","584,9","394,922","10,106","17,201","251,938","249,39","249,082","295,096","306,4","250,642","248,884","440,229","461,28","433,317","450,859","451,747","463,618","481,35","66,97","1,27"
"55,2","16,98","3744,53","584,29","392,871","101,072","172,045","251,982","252,576","249,258","295,096","306,4","250,62","250,488","439,529","453,292","428,353","440,389","447,398","452,418","479,587","66,97","1,27"
"55,2","16,98","3815,33","579,224","403,799","101,084","172,079","251,565","247,896","249,214","295,096","306,4","250,796","248,335","452,542","445,76","437,685","447,419","453,458","437,41","470,979","66,97","1,27"
"55,2","16,98","3813,8","590,82","395,273","101,095","172,114","251,96","250,62","250,422","295,096","306,4","250,488","251,873","468,007","441,173","440,648","448,122","451,091","433,322","448,191","66,97","1,27"
"55,2","16,98","3778,32","579,834","393,604","101,102","172,148","251,807","246,094","252,004","295,096","306,4","250,554","254,641","461,15","440,154","443,078","435,469","432,034","446,874","431,586","66,97","1,27"
"55,2","16,98","3735,94","584,656","393,984","101,099","172,183","251,807","249,829","251,675","295,096","306,4","250,642","253,169","459,448","473,967","443,723","435,354","423,715","474,034","438,811","66,97","1,27"
"55,2","16,98","3679,3","585,022","396,123","101,095","172,217","251,741","250,906","249,697","295,096","306,4","250,488","250,862","447,737","495,892","450,52","448,398","422,612","452,586","439,916","66,97","1,27"
"55,2","16,98","3582,42","585,632","396,621","101,092","172,252","251,653","250,62","249,324","295,096","306,4","250,554","247,896","448,087","486,829","449,875","448,202","428,065","428,615","432,745","66,97","1,27"
"55,2","16,98","3528,91","591,675","402,158","101,088","172,286","251,938","250,62","249,17","295,096","306,4","250,51","249,961","454,543","486,26","449,663","455,194","447,897","426,539","432,302","66,97","1,27"
"55,2","16,98","3433,98","592,834","399,082","101,085","172,321","252,246","246,577","249,236","295,096","306,4","250,115","251,829","457,697","486,427","454,462","452,19","447,068","447,658","435,335","66,97","1,27"
"55,2","16,98","3375,98","594,421","401,514","101,081","172,355","251,917","246,27","249,39","295,096","306,4","250,269","248,687","464,553","494,925","460,075","462,263","456,984","469,162","452,716","66,97","1,27"
"55,2","16,98","3381,84","588,806","400,928","101,078","17,239","251,213","246,819","250,115","295,096","306,4","250,203","251,125","454,043","482,809","462,339","461,677","475,821","470,674","469,054","66,97","1,27"
"55,2","16,98","3449,8","594,299","401,514","101,074","172,424","251,565","252,795","251,873","295,096","306,4","250,181","254,663","458,197","463,21","462,451","466,68","487,168","460,09","475,95","66,97","1,27"
"55,2","16,98","3464,84","598,145","400,488","101,071","172,459","252,026","252,026","252,026","295,096","306,4","250,488","254,663","456,445","410,08","468,87","463,67","492,95","446,37","476,72","66,97","1,27"
"55,2","16,98","3590,23","596,13","400,313","101,067","172,493","252,224","250,972","251,763","295,096","306,4","250,488","254,07","455,094","402,772","467,088","468,71","495,758","450,906","482,678","66,97","1,27"
"55,2","16,98","3933,79","591,064","399,727","101,064","172,528","252,29","248,511","250,752","295,096","306,4","250,422","252,751","452,091","361,591","460,341","478,01","501,32","464,346","495,752","66,97","1,27"
"55,2","16,98","4049,8","590,942","396,768","10,106","172,562","251,301","249,565","249,697","295,096","306,4","250,334","251,653","450,339","339,274","452,035","471,682","496,199","476,722","494,648","66,97","1,27"
"55,2","16,98","4013,09","589,539","394,424","101,056","172,597","250,95","250,51","249,258","295,096","306,4","250,488","248,269","447,537","417,043","443,513","457,89","486,502","490,218","502,043","66,97","1,27"
"55,2","16,98","3845,51","584,839","401,25","101,053","172,631","250,422","249,609","248,818","295,096","306,4","250,422","247,456","449,889","426,734","439,845","425,628","476,702","482,21","504,032","66,97","1,27"
"55,2","16,98","3517,58","590,82","400,02","101,049","172,666","250,269","255,103","249,302","295,096","306,4","250,269","249,719","444,534","446,953","447,776","418,321","464,311","458,914","466,681","66,97","1,27"
"55,2","16,98","3322,66","590,454","406,025","101,046","1,727","250,203","253,63","251,345","295,096","306,4","250,269","251,851","447,887","426,218","446,588","423,946","445,584","443,735","428,83","66,97","1,27"
"55,2","16,98","3459,38","590,149","404,531","101,042","172,734","249,785","252,729","251,543","295,096","306,4","250,269","247,917","454,694","438,17","445,295","434,923","432,251","427,768","402,067","66,97","1,27"
"55,2","16,98","3509,77","591,064","398,203","101,039","172,769","249,368","251,257","250,994","295,096","306,4","250,4","249,785","457,697","442,759","437,253","425,7","412,366","436,619","388,932","66,97","1,27"
"55,2","16,98","3372,85","589,661","394,219","101,035","172,803","250,027","252,312","251,147","295,096","306,4","250,444","252,334","455,444","449,839","444,212","408,869","391,934","462,778","391,36","66,97","1,27"
"55,2","16,98","3408,4","591,125","394,336","101,032","172,838","250,159","250,708","250,818","295,096","306,4","249,829","248,687","455,845","467,458","445,562","424,183","378,497","460,034","399,691","66,97","1,27"
"55,2","16,98","3430,27","595,52","400,723","101,028","172,872","249,39","253,652","249,851","295,096","306,4","249,961","249,785","438,328","472,779","449,609","443,168","373,818","444,242","392,523","66,97","1,27"
"55,2","16,98","3467,77","593,201","403,066","101,025","172,907","249,39","250,576","249,39","295,096","306,4","250,269","251,807","438,077","492,776","452,95","448,44","381,253","446,482","398,754","66,97","1,27"
"55,2","16,98","3490,04","596,558","398,73","101,021","172,941","249,456","246,753","249,126","295,096","306,4","250,269","247,324","448,938","501,554","451,546","452,109","398,102","453,09","413,872","66,97","1,27"
"55,2","16,98","3497,66","592,163","404,971","101,018","172,976","249,543","252,18","248,379","295,096","306,4","250,203","247,896","445,184","473,911","453,976","458,05","425,425","465,522","435,009","66,97","1,27"
"55,2","16,98","3509,96","594,238","404,473","101,014","173,021","249,258","251,147","248,796","295,096","306,4","250,115","250,027","443,633","458,165","451,495","468,321","451,258","464,234","452,718","66,97","1,27"
"55,2","16,98","3517,19","598,206","403,359","101,011","17,309","249,016","253,279","250,686","295,096","306,4","250,203","252,444","462,701","442,985","440,432","472,692","464,474","461,098","478,483","66,97","1,27"
"55,2","16,98","3514,65","593,567","402,92","101,007","173,158","249,17","253,674","251,147","295,096","306,4","250,247","251,279","462,101","449,84","445,4","474,61","479,238","472,186","482,181","66,97","1,27"
"55,2","16,98","3520,9","570,19","398,848","101,003","173,227","249,038","248,928","251,147","295,096","306,4","250,444","254,927","446,335","410,987","450,689","465,352","487,608","473,474","489,849","66,97","1,27"
"55,2","16,98","3518,95","584,839","399,492","100,995","173,296","248,928","244,819","250,356","295,096","306,4","249,961","255,41","441,881","426,11","455,059","442,811","494,658","463,45","500,83","66,97","1,27"
"55,2","16,98","3517,58","595,093","401,953","100,977","173,365","249,39","248,511","248,511","295,096","306,4","250,269","255,103","442,932","422,54","446,75","440,62","501,21","469,33","512,03","66,97","1,27"
"55,2","16,98","3512,89","595,459","403,535","100,958","173,434","249,258","249,104","248,445","295,096","306,4","250,334","255,037","451,941","429,167","445,616","443,2","497,244","463,618","501,272","66,97","1,27"
"55,2","16,98","3491,41","596,313","405,029","100,939","173,503","248,752","248,379","248,357","295,096","306,4","250,554","254,553","468,007","449,049","447,179","446,523","482,704","442,727","472,858","66,97","1,27"
"55,2","16,98","3476,17","596,13","400,693","10,092","173,571","248,225","245,435","248,445","295,096","306,4","250,708","252,4","451,941","452,733","455,542","438,355","466,734","424,072","457,021","66,97","1,27"
"55,2","16,98","3506,84","595,52","402,715","100,901","17,364","248,335","250,708","249,082","295,096","306,4","250,51","250,159","443,683","431,66","451,816","436,911","453,294","428,107","433,96","66,97","1,27"
"55,2","16,98","3529,1","596,558","401,455","100,882","173,709","248,687","252,642","250,862","295,096","306,4","249,983","252,532","449,989","421,459","450,253","448,319","444,868","451,578","425,956","66,97","1,27"
"55,2","16,98","3537,3","599,792","401,865","100,864","173,778","248,269","252,18","250,642","295,096","306,4","249,961","251,104","454,543","442,813","451,607","454,294","448,887","465,69","424,192","66,97","1,27"
"55,2","16,98","3548,63","600,76","406,473","100,845","173,847","248,73","249,892","250,614","295,096","306,4","250,143","247,991","458,59","486,136","458,234","442,354","438,189","447,33","413,583","66,97","1,27"
"55,2","16,98","3545,12","602,417","395,801","100,826","173,916","248,73","250,983","250,818","295,096","306,4","249,884","249,92","452,692","511,325","458,213","443,845","429,885","439,09","424,992","66,97","1,27"
"55,2","16,98","3514,45","599,06","402,612","100,807","173,985","248,785","246,918","250,598","295,096","306,4","250,104","250,653","443,307","515,575","463,203","460,157","429,2","449,59","440,162","66,97","1,27"
"55,2","16,98","3473,24","602,875","397,852","100,788","174,053","248,95","247,412","250,873","295,096","306,4","250,269","249,17","449,814","504,953","457,27","471,193","437,185","449,17","437,405","66,97","1,27"
"55,2","16,98","3448,44","598,297","400,635","100,769","174,122","248,95","251,642","250,818","295,096","306,4","250,269","249,994","450,439","473,375","454,033","467,867","451,09","445,95","435,612","66,97","1,27"
